task,checkpoint_type,n_training_seeds,n_sequences,hutchinson_probes,encoder_trace_per_pixel_dim_median,encoder_trace_per_pixel_dim_vs_base,rollout_trace_per_latent_dim_median,rollout_trace_per_latent_dim_vs_base,composed_trace_per_pixel_dim_median,composed_trace_per_pixel_dim_vs_base,kappa_submultiplicative_median,kappa_submultiplicative_vs_base,kappa_relative_isotropic_median,kappa_relative_isotropic_vs_base,alignment_coefficient_median,alignment_coefficient_vs_base
Reacher,base,1,16,8,0.006041025764006876,1.0,0.01946253226035171,1.0,0.0003358515553902877,1.0,0.0003099523007857534,1.0,2.8565204040415035,1.0,2.8565204040415035,1.0
Reacher,onset,1,16,8,7.626063416367756e-05,0.012623788929695874,0.02271673580010732,1.1672035013853228,5.2331796849395685e-06,0.015581823579343481,0.0003277757661252712,1.0575038975169209,3.0207814606104995,1.0575038975169209,3.0207814606104995,1.0575038975169209
Reacher,endpoint,1,16,8,1.897398237764092e-05,0.0031408544043447194,0.025244744287596807,1.2970945378482115,1.8093740853191672e-06,0.005387422080616904,0.00040987972009246936,1.3223961204785126,3.7774515003721976,1.3223961204785126,3.7774515003721976,1.3223961204785126
